data\cghd_text\cghd_017854.png	4148
data\cghd_text\cghd_030666.png	3
data\cghd_text\cghd_032159.png	25V
data\cghd_text\cghd_031554.png	0.047
data\cghd_text\cghd_015603.png	3
data\cghd_text\cghd_010241.png	10K
data\cghd_text\cghd_007649.png	2
data\cghd_text\cghd_010688.png	10
data\cghd_text\cghd_006863.png	6
data\cghd_text\cghd_008064.png	+
data\cghd_text\cghd_013664.png	22uF
data\cghd_text\cghd_012124.png	6
data\cghd_text\cghd_031033.png	-
data\cghd_text\cghd_000580.png	9V
data\cghd_text\cghd_018610.png	1n
data\cghd_text\cghd_020082.png	100K-A
data\cghd_text\cghd_024246.png	500Ω
data\cghd_text\cghd_004198.png	12V
data\cghd_text\cghd_012234.png	10
data\cghd_text\cghd_031271.png	10M
data\cghd_text\cghd_009237.png	10
data\cghd_text\cghd_025195.png	5.11K
data\cghd_text\cghd_004241.png	5V
data\cghd_text\cghd_003992.png	12V
data\cghd_text\cghd_014057.png	2
data\cghd_text\cghd_025439.png	A2
data\cghd_text\cghd_011094.png	47k
data\cghd_text\cghd_025283.png	47K
data\cghd_text\cghd_010092.png	6
data\cghd_text\cghd_030760.png	7
data\cghd_text\cghd_016072.png	12
data\cghd_text\cghd_013642.png	22uF
data\cghd_text\cghd_007091.png	20K
data\cghd_text\cghd_025975.png	1
data\cghd_text\cghd_016998.png	470
data\cghd_text\cghd_035407.png	+
data\cghd_text\cghd_019655.png	1K8
data\cghd_text\cghd_009480.png	2
data\cghd_text\cghd_015620.png	2
data\cghd_text\cghd_010593.png	-12V
data\cghd_text\cghd_002192.png	1M
data\cghd_text\cghd_022312.png	10K
data\cghd_text\cghd_022120.png	6
data\cghd_text\cghd_029261.png	6Ω
data\cghd_text\cghd_034521.png	600K
data\cghd_text\cghd_005237.png	1K
data\cghd_text\cghd_014257.png	1u
data\cghd_text\cghd_032088.png	680
data\cghd_text\cghd_021936.png	10K
data\cghd_text\cghd_034513.png	100Ω
data\cghd_text\cghd_006224.png	4
data\cghd_text\cghd_024218.png	+12V
data\cghd_text\cghd_009098.png	8
data\cghd_text\cghd_009945.png	5V
data\cghd_text\cghd_019200.png	15
data\cghd_text\cghd_012852.png	8
data\cghd_text\cghd_016296.png	15
data\cghd_text\cghd_000710.png	10KΩ
data\cghd_text\cghd_006480.png	V
data\cghd_text\cghd_024600.png	F1
data\cghd_text\cghd_008876.png	26
data\cghd_text\cghd_004911.png	0
data\cghd_text\cghd_015475.png	8
data\cghd_text\cghd_012821.png	100KΩ
data\cghd_text\cghd_031160.png	12V
data\cghd_text\cghd_003107.png	50V
data\cghd_text\cghd_026464.png	1.2K
data\cghd_text\cghd_029711.png	A2
data\cghd_text\cghd_032878.png	10KΩ
data\cghd_text\cghd_032736.png	1
data\cghd_text\cghd_014233.png	4
data\cghd_text\cghd_000457.png	10
data\cghd_text\cghd_022269.png	2.5K
data\cghd_text\cghd_032728.png	22K
data\cghd_text\cghd_004895.png	1K
data\cghd_text\cghd_024516.png	102
data\cghd_text\cghd_029250.png	6Ω
data\cghd_text\cghd_026792.png	470K
data\cghd_text\cghd_000802.png	330Ω
data\cghd_text\cghd_030661.png	7
data\cghd_text\cghd_021460.png	4
data\cghd_text\cghd_027781.png	18K
data\cghd_text\cghd_023306.png	15
data\cghd_text\cghd_014816.png	2
data\cghd_text\cghd_015217.png	2
data\cghd_text\cghd_023687.png	1M
data\cghd_text\cghd_013213.png	2
data\cghd_text\cghd_023833.png	10n
data\cghd_text\cghd_015127.png	3
data\cghd_text\cghd_027774.png	1K
data\cghd_text\cghd_031244.png	10M
data\cghd_text\cghd_030244.png	12
data\cghd_text\cghd_032319.png	9
data\cghd_text\cghd_005588.png	150K
data\cghd_text\cghd_007474.png	7K5
data\cghd_text\cghd_006235.png	+
data\cghd_text\cghd_010271.png	-
data\cghd_text\cghd_031919.png	33K
data\cghd_text\cghd_009838.png	68K
data\cghd_text\cghd_016374.png	3
data\cghd_text\cghd_012138.png	3
data\cghd_text\cghd_021056.png	3
data\cghd_text\cghd_021795.png	2
data\cghd_text\cghd_014771.png	26
data\cghd_text\cghd_010455.png	1K
data\cghd_text\cghd_008599.png	+5V
data\cghd_text\cghd_002158.png	3
data\cghd_text\cghd_018387.png	3
data\cghd_text\cghd_035111.png	3.3K
data\cghd_text\cghd_002891.png	630V
data\cghd_text\cghd_000393.png	A0.1
data\cghd_text\cghd_027574.png	1K
data\cghd_text\cghd_002619.png	10uF
data\cghd_text\cghd_022029.png	29
data\cghd_text\cghd_001979.png	25V
data\cghd_text\cghd_030916.png	100
data\cghd_text\cghd_016184.png	A9
data\cghd_text\cghd_002057.png	6.8K
data\cghd_text\cghd_031895.png	1k
data\cghd_text\cghd_018291.png	18pF
data\cghd_text\cghd_005284.png	V1
data\cghd_text\cghd_009222.png	6
data\cghd_text\cghd_018475.png	9V
data\cghd_text\cghd_000228.png	3.3M
data\cghd_text\cghd_018577.png	0.1uF
data\cghd_text\cghd_028575.png	470
data\cghd_text\cghd_011297.png	7
data\cghd_text\cghd_029660.png	20
data\cghd_text\cghd_018608.png	33V
data\cghd_text\cghd_025326.png	+
data\cghd_text\cghd_009352.png	12K
data\cghd_text\cghd_016602.png	15
data\cghd_text\cghd_013509.png	16MHz
data\cghd_text\cghd_009722.png	7815
data\cghd_text\cghd_012932.png	n2
data\cghd_text\cghd_005322.png	-
data\cghd_text\cghd_007461.png	A2
data\cghd_text\cghd_010531.png	200
data\cghd_text\cghd_006129.png	6K8
data\cghd_text\cghd_006166.png	1000uF
data\cghd_text\cghd_002483.png	220
data\cghd_text\cghd_004063.png	18
data\cghd_text\cghd_024429.png	2
data\cghd_text\cghd_004715.png	50V
data\cghd_text\cghd_008626.png	1
data\cghd_text\cghd_006478.png	3
data\cghd_text\cghd_005762.png	10K
data\cghd_text\cghd_030600.png	6V
data\cghd_text\cghd_000206.png	10K
data\cghd_text\cghd_016632.png	8051
data\cghd_text\cghd_033353.png	3
data\cghd_text\cghd_014500.png	13
data\cghd_text\cghd_002007.png	-
data\cghd_text\cghd_032454.png	9
data\cghd_text\cghd_027746.png	4.7uF
data\cghd_text\cghd_024905.png	2K
data\cghd_text\cghd_034356.png	1uF
data\cghd_text\cghd_006465.png	6
data\cghd_text\cghd_015599.png	2
data\cghd_text\cghd_019975.png	16
data\cghd_text\cghd_017345.png	1
data\cghd_text\cghd_024876.png	V+
data\cghd_text\cghd_012677.png	22KΩ
data\cghd_text\cghd_002602.png	1uF
data\cghd_text\cghd_001638.png	A
data\cghd_text\cghd_006888.png	555
data\cghd_text\cghd_007637.png	360
data\cghd_text\cghd_014187.png	15
data\cghd_text\cghd_031943.png	33k
data\cghd_text\cghd_003001.png	1nF
data\cghd_text\cghd_003004.png	50V
data\cghd_text\cghd_006080.png	10n
data\cghd_text\cghd_024702.png	V+
data\cghd_text\cghd_034174.png	4K7
data\cghd_text\cghd_004545.png	3V
data\cghd_text\cghd_032173.png	1n
data\cghd_text\cghd_029339.png	3
data\cghd_text\cghd_003467.png	1.0u
data\cghd_text\cghd_031053.png	-
data\cghd_text\cghd_015098.png	65
data\cghd_text\cghd_005119.png	2.2K
data\cghd_text\cghd_018747.png	10K
data\cghd_text\cghd_022533.png	1MΩ
data\cghd_text\cghd_000440.png	10
data\cghd_text\cghd_032000.png	1M
data\cghd_text\cghd_002471.png	27K
data\cghd_text\cghd_026762.png	6.8nF
data\cghd_text\cghd_007764.png	470
data\cghd_text\cghd_021466.png	2
data\cghd_text\cghd_019821.png	5V
data\cghd_text\cghd_012235.png	10
data\cghd_text\cghd_019762.png	10K
data\cghd_text\cghd_035414.png	-
data\cghd_text\cghd_007961.png	1.5Ω
data\cghd_text\cghd_021126.png	16
data\cghd_text\cghd_004211.png	12V
data\cghd_text\cghd_000753.png	2.2KΩ
data\cghd_text\cghd_003719.png	3
data\cghd_text\cghd_016672.png	8
data\cghd_text\cghd_010440.png	-
data\cghd_text\cghd_030315.png	2
data\cghd_text\cghd_014741.png	2
data\cghd_text\cghd_027282.png	4
data\cghd_text\cghd_035000.png	7
data\cghd_text\cghd_028278.png	7400
data\cghd_text\cghd_016017.png	34
data\cghd_text\cghd_028495.png	+55V
data\cghd_text\cghd_008571.png	+5V
data\cghd_text\cghd_011345.png	6
data\cghd_text\cghd_004336.png	220
data\cghd_text\cghd_011210.png	470
data\cghd_text\cghd_019072.png	3
data\cghd_text\cghd_013910.png	10
data\cghd_text\cghd_016796.png	5
data\cghd_text\cghd_012019.png	5
data\cghd_text\cghd_024418.png	15K
data\cghd_text\cghd_023683.png	4n7
data\cghd_text\cghd_008856.png	A1
data\cghd_text\cghd_026283.png	220k
data\cghd_text\cghd_032251.png	100Ω
data\cghd_text\cghd_034869.png	15
data\cghd_text\cghd_025745.png	5V
data\cghd_text\cghd_022743.png	100k
data\cghd_text\cghd_012473.png	+2.5V
data\cghd_text\cghd_020756.png	1
data\cghd_text\cghd_000629.png	100Ω
data\cghd_text\cghd_026270.png	33K
data\cghd_text\cghd_031119.png	4001
data\cghd_text\cghd_001028.png	376nF
data\cghd_text\cghd_010909.png	+5V
data\cghd_text\cghd_002629.png	10u
data\cghd_text\cghd_035390.png	2
data\cghd_text\cghd_008940.png	16
data\cghd_text\cghd_031218.png	150K
data\cghd_text\cghd_029061.png	+
data\cghd_text\cghd_033079.png	220Ω
data\cghd_text\cghd_014710.png	32
data\cghd_text\cghd_008621.png	26
data\cghd_text\cghd_010047.png	22K
data\cghd_text\cghd_007825.png	4
data\cghd_text\cghd_001704.png	-3V
data\cghd_text\cghd_032608.png	2k2
data\cghd_text\cghd_010438.png	+
data\cghd_text\cghd_019518.png	7
data\cghd_text\cghd_000768.png	9V
data\cghd_text\cghd_017053.png	1
data\cghd_text\cghd_029759.png	K1.1
data\cghd_text\cghd_025508.png	1Ω
data\cghd_text\cghd_006292.png	+
data\cghd_text\cghd_008280.png	7
data\cghd_text\cghd_011967.png	10KΩ
data\cghd_text\cghd_005539.png	22uF
data\cghd_text\cghd_017901.png	8
data\cghd_text\cghd_000522.png	79
data\cghd_text\cghd_016211.png	38
data\cghd_text\cghd_029145.png	3
data\cghd_text\cghd_023063.png	68K
data\cghd_text\cghd_024377.png	2
data\cghd_text\cghd_029183.png	5V
data\cghd_text\cghd_029998.png	F2
data\cghd_text\cghd_024677.png	V
data\cghd_text\cghd_004898.png	-15
data\cghd_text\cghd_020111.png	13
data\cghd_text\cghd_020274.png	1
data\cghd_text\cghd_004421.png	3
data\cghd_text\cghd_023945.png	20KΩ
data\cghd_text\cghd_002257.png	2
data\cghd_text\cghd_012123.png	9
data\cghd_text\cghd_026385.png	12V
data\cghd_text\cghd_011133.png	10KΩ
data\cghd_text\cghd_031748.png	+12V
data\cghd_text\cghd_016114.png	9
data\cghd_text\cghd_000650.png	1KΩ
data\cghd_text\cghd_014658.png	7
data\cghd_text\cghd_005958.png	10n
data\cghd_text\cghd_014448.png	5K
data\cghd_text\cghd_011874.png	500Ω
data\cghd_text\cghd_032169.png	+1.. +24V
data\cghd_text\cghd_005585.png	2uF
data\cghd_text\cghd_033998.png	100
data\cghd_text\cghd_031304.png	4.7M
data\cghd_text\cghd_029321.png	+
data\cghd_text\cghd_030404.png	A1
data\cghd_text\cghd_004443.png	330nF
data\cghd_text\cghd_001290.png	-
data\cghd_text\cghd_032259.png	2
data\cghd_text\cghd_029573.png	9V
data\cghd_text\cghd_004805.png	1n
data\cghd_text\cghd_003714.png	6
data\cghd_text\cghd_008172.png	15V
data\cghd_text\cghd_033525.png	6
data\cghd_text\cghd_015386.png	3
data\cghd_text\cghd_005186.png	+
data\cghd_text\cghd_013424.png	14
data\cghd_text\cghd_028326.png	4
data\cghd_text\cghd_003881.png	8
data\cghd_text\cghd_029081.png	7
data\cghd_text\cghd_005349.png	12K
data\cghd_text\cghd_033199.png	22K
data\cghd_text\cghd_005236.png	100nF
data\cghd_text\cghd_003325.png	2.2K
data\cghd_text\cghd_026715.png	63V
data\cghd_text\cghd_009494.png	V+
data\cghd_text\cghd_019290.png	14
data\cghd_text\cghd_011095.png	470
data\cghd_text\cghd_015567.png	36
data\cghd_text\cghd_033952.png	2
data\cghd_text\cghd_028227.png	1
data\cghd_text\cghd_028482.png	4
data\cghd_text\cghd_030172.png	H1
data\cghd_text\cghd_010078.png	100K
data\cghd_text\cghd_006979.png	10u
data\cghd_text\cghd_034474.png	2.2K
data\cghd_text\cghd_031771.png	150pF
data\cghd_text\cghd_011688.png	10K
data\cghd_text\cghd_010266.png	22V
data\cghd_text\cghd_002947.png	100V
data\cghd_text\cghd_020182.png	10nF
data\cghd_text\cghd_001728.png	0
data\cghd_text\cghd_000284.png	V1
data\cghd_text\cghd_018855.png	7
data\cghd_text\cghd_025779.png	+13V
data\cghd_text\cghd_024634.png	+12V
data\cghd_text\cghd_003180.png	2.2Ω
data\cghd_text\cghd_001156.png	7
data\cghd_text\cghd_017386.png	4
data\cghd_text\cghd_026601.png	270nH
data\cghd_text\cghd_015947.png	25
data\cghd_text\cghd_004278.png	1K
data\cghd_text\cghd_034203.png	1K6
data\cghd_text\cghd_015354.png	+5V
data\cghd_text\cghd_019830.png	3
data\cghd_text\cghd_013477.png	11
data\cghd_text\cghd_029374.png	330
data\cghd_text\cghd_006481.png	1
data\cghd_text\cghd_013168.png	3
data\cghd_text\cghd_030590.png	10KΩ
data\cghd_text\cghd_026703.png	0Ω
data\cghd_text\cghd_005647.png	100uF
data\cghd_text\cghd_012647.png	5
data\cghd_text\cghd_024072.png	K1.2
data\cghd_text\cghd_000781.png	100Ω
data\cghd_text\cghd_014515.png	18
data\cghd_text\cghd_005908.png	+12V
data\cghd_text\cghd_025381.png	A
data\cghd_text\cghd_016957.png	18
data\cghd_text\cghd_012592.png	100kΩ
data\cghd_text\cghd_030288.png	1
data\cghd_text\cghd_011065.png	9V
data\cghd_text\cghd_034828.png	5
data\cghd_text\cghd_031384.png	0.25mA
data\cghd_text\cghd_001667.png	K1
data\cghd_text\cghd_013504.png	10K
data\cghd_text\cghd_032273.png	7
data\cghd_text\cghd_017899.png	6
data\cghd_text\cghd_017787.png	16
data\cghd_text\cghd_003560.png	5
data\cghd_text\cghd_015408.png	+3.3V
data\cghd_text\cghd_025709.png	3.3V
data\cghd_text\cghd_021686.png	K1
data\cghd_text\cghd_006996.png	330K
data\cghd_text\cghd_020646.png	4
data\cghd_text\cghd_012281.png	12
data\cghd_text\cghd_013376.png	1
data\cghd_text\cghd_015183.png	100n
data\cghd_text\cghd_011908.png	600KΩ
data\cghd_text\cghd_024583.png	+
data\cghd_text\cghd_006257.png	7
data\cghd_text\cghd_023106.png	47pF
data\cghd_text\cghd_008061.png	+
data\cghd_text\cghd_026178.png	330uF
data\cghd_text\cghd_017364.png	2
data\cghd_text\cghd_004361.png	A5
data\cghd_text\cghd_013070.png	1
data\cghd_text\cghd_023991.png	K1.4
data\cghd_text\cghd_026434.png	50V
data\cghd_text\cghd_021510.png	10K
data\cghd_text\cghd_020676.png	4.7K
data\cghd_text\cghd_017920.png	17
data\cghd_text\cghd_014545.png	15
data\cghd_text\cghd_034297.png	2
data\cghd_text\cghd_019650.png	100Ω
data\cghd_text\cghd_013688.png	22uF
data\cghd_text\cghd_013799.png	5
data\cghd_text\cghd_027937.png	6
data\cghd_text\cghd_027220.png	47uF
data\cghd_text\cghd_011565.png	470
data\cghd_text\cghd_004096.png	5
data\cghd_text\cghd_013180.png	19
data\cghd_text\cghd_007437.png	1K
data\cghd_text\cghd_029777.png	K3
data\cghd_text\cghd_034128.png	470
data\cghd_text\cghd_015071.png	2
data\cghd_text\cghd_001394.png	470Ω
data\cghd_text\cghd_028943.png	12V
data\cghd_text\cghd_009825.png	6.8K
data\cghd_text\cghd_014147.png	4
data\cghd_text\cghd_000686.png	9V
data\cghd_text\cghd_033290.png	100KΩ
data\cghd_text\cghd_020560.png	12V
data\cghd_text\cghd_008428.png	1
data\cghd_text\cghd_012728.png	10
data\cghd_text\cghd_005713.png	10K
data\cghd_text\cghd_027010.png	47K
data\cghd_text\cghd_004731.png	140
data\cghd_text\cghd_007334.png	470KΩ
data\cghd_text\cghd_032613.png	470Ω
data\cghd_text\cghd_024077.png	10KΩ
data\cghd_text\cghd_014883.png	5
data\cghd_text\cghd_005018.png	6.8K
data\cghd_text\cghd_015700.png	18
data\cghd_text\cghd_034564.png	12
data\cghd_text\cghd_026224.png	+
data\cghd_text\cghd_008193.png	10n
data\cghd_text\cghd_026263.png	220K
data\cghd_text\cghd_028187.png	5
data\cghd_text\cghd_019750.png	3
data\cghd_text\cghd_034081.png	+
data\cghd_text\cghd_021768.png	3.3V
data\cghd_text\cghd_012650.png	6
data\cghd_text\cghd_020976.png	5
data\cghd_text\cghd_027065.png	2V
data\cghd_text\cghd_002422.png	220K
data\cghd_text\cghd_025963.png	0Ω
data\cghd_text\cghd_001153.png	2
data\cghd_text\cghd_022792.png	3.3u
data\cghd_text\cghd_029287.png	10Ω
data\cghd_text\cghd_031912.png	6V
data\cghd_text\cghd_001914.png	82Ω
data\cghd_text\cghd_000112.png	22nF
data\cghd_text\cghd_034624.png	6
data\cghd_text\cghd_026449.png	3
data\cghd_text\cghd_027639.png	100K
data\cghd_text\cghd_021905.png	7
data\cghd_text\cghd_004701.png	12V
data\cghd_text\cghd_001259.png	12V
data\cghd_text\cghd_030093.png	13
data\cghd_text\cghd_018312.png	1
data\cghd_text\cghd_034270.png	1
data\cghd_text\cghd_000572.png	100pF
data\cghd_text\cghd_018107.png	9V
data\cghd_text\cghd_016975.png	150nF
data\cghd_text\cghd_033316.png	3
data\cghd_text\cghd_002134.png	7
data\cghd_text\cghd_023372.png	3V
data\cghd_text\cghd_001858.png	1
data\cghd_text\cghd_023777.png	1K
data\cghd_text\cghd_022133.png	V5
data\cghd_text\cghd_027197.png	1
data\cghd_text\cghd_005278.png	2K
data\cghd_text\cghd_009430.png	3
data\cghd_text\cghd_017319.png	19
data\cghd_text\cghd_032289.png	68kΩ
data\cghd_text\cghd_018199.png	12
data\cghd_text\cghd_014435.png	31
data\cghd_text\cghd_034874.png	9V
data\cghd_text\cghd_025931.png	3V3
data\cghd_text\cghd_026897.png	6
data\cghd_text\cghd_006368.png	1
data\cghd_text\cghd_031094.png	-
data\cghd_text\cghd_018847.png	10K
data\cghd_text\cghd_002085.png	4.7uF
data\cghd_text\cghd_027710.png	1K
data\cghd_text\cghd_009561.png	3
data\cghd_text\cghd_005016.png	4.7K
data\cghd_text\cghd_025059.png	50Ω
data\cghd_text\cghd_012822.png	7
data\cghd_text\cghd_026220.png	-
data\cghd_text\cghd_033826.png	A
data\cghd_text\cghd_015139.png	2
data\cghd_text\cghd_011472.png	1mH
data\cghd_text\cghd_024635.png	V
data\cghd_text\cghd_008218.png	+5V
data\cghd_text\cghd_031125.png	1A
data\cghd_text\cghd_027545.png	18K
data\cghd_text\cghd_027700.png	18K
data\cghd_text\cghd_023470.png	1.8kΩ
data\cghd_text\cghd_010417.png	-
data\cghd_text\cghd_006895.png	1
data\cghd_text\cghd_006192.png	1K
data\cghd_text\cghd_016502.png	13
data\cghd_text\cghd_001345.png	1MΩ
data\cghd_text\cghd_022112.png	14
data\cghd_text\cghd_004677.png	8
data\cghd_text\cghd_014355.png	17
data\cghd_text\cghd_030809.png	6
data\cghd_text\cghd_014285.png	14
data\cghd_text\cghd_007921.png	1
data\cghd_text\cghd_002208.png	7
data\cghd_text\cghd_022018.png	18
data\cghd_text\cghd_006044.png	1K
data\cghd_text\cghd_025559.png	F
data\cghd_text\cghd_001246.png	4.7
data\cghd_text\cghd_007492.png	A2
data\cghd_text\cghd_003650.png	6
data\cghd_text\cghd_028557.png	1uF
data\cghd_text\cghd_030206.png	F2
data\cghd_text\cghd_015366.png	1
data\cghd_text\cghd_033196.png	10n
data\cghd_text\cghd_016981.png	19
data\cghd_text\cghd_029597.png	470
data\cghd_text\cghd_006579.png	3
data\cghd_text\cghd_016317.png	39
data\cghd_text\cghd_030527.png	5
data\cghd_text\cghd_006623.png	10K
data\cghd_text\cghd_012940.png	n0
data\cghd_text\cghd_032558.png	555
data\cghd_text\cghd_003555.png	4040
data\cghd_text\cghd_018324.png	500
data\cghd_text\cghd_009329.png	12K
data\cghd_text\cghd_009386.png	10K
data\cghd_text\cghd_017572.png	2
data\cghd_text\cghd_020383.png	+
data\cghd_text\cghd_019570.png	2
data\cghd_text\cghd_008404.png	7
data\cghd_text\cghd_027758.png	100K
data\cghd_text\cghd_010727.png	+5V
data\cghd_text\cghd_019098.png	16V
data\cghd_text\cghd_021172.png	3
data\cghd_text\cghd_002179.png	1M
data\cghd_text\cghd_016008.png	27
data\cghd_text\cghd_005207.png	+
data\cghd_text\cghd_003777.png	7
data\cghd_text\cghd_003748.png	555
data\cghd_text\cghd_002310.png	470Ω
data\cghd_text\cghd_007306.png	368pF
data\cghd_text\cghd_004223.png	10K
data\cghd_text\cghd_014717.png	27
data\cghd_text\cghd_024777.png	+12V
data\cghd_text\cghd_022531.png	2.2nF
data\cghd_text\cghd_033517.png	1
data\cghd_text\cghd_008304.png	A5
data\cghd_text\cghd_015997.png	1
data\cghd_text\cghd_006209.png	1K
data\cghd_text\cghd_009112.png	10
data\cghd_text\cghd_012357.png	+2.5V
data\cghd_text\cghd_013554.png	3
data\cghd_text\cghd_013627.png	100nF
data\cghd_text\cghd_000335.png	+9V
data\cghd_text\cghd_031430.png	100K
data\cghd_text\cghd_008933.png	13
data\cghd_text\cghd_006713.png	8
data\cghd_text\cghd_010149.png	22K
data\cghd_text\cghd_033227.png	2
data\cghd_text\cghd_008460.png	3V3
data\cghd_text\cghd_025645.png	A0
data\cghd_text\cghd_021063.png	5
data\cghd_text\cghd_005109.png	1.6A
data\cghd_text\cghd_001466.png	2
data\cghd_text\cghd_033838.png	+
data\cghd_text\cghd_012182.png	11
data\cghd_text\cghd_027604.png	8
data\cghd_text\cghd_012776.png	14
data\cghd_text\cghd_029498.png	9V
data\cghd_text\cghd_010838.png	11
data\cghd_text\cghd_007877.png	8
data\cghd_text\cghd_000155.png	0.1uH
data\cghd_text\cghd_009517.png	+
data\cghd_text\cghd_003811.png	12
data\cghd_text\cghd_006751.png	3
data\cghd_text\cghd_031557.png	470K
data\cghd_text\cghd_020438.png	8
data\cghd_text\cghd_029680.png	3
data\cghd_text\cghd_031623.png	4069
data\cghd_text\cghd_027069.png	3
data\cghd_text\cghd_006671.png	3
data\cghd_text\cghd_002390.png	150K
data\cghd_text\cghd_010495.png	1K
data\cghd_text\cghd_007260.png	338K
data\cghd_text\cghd_019442.png	15
data\cghd_text\cghd_014982.png	4.7uH
data\cghd_text\cghd_027251.png	1
data\cghd_text\cghd_007028.png	5
data\cghd_text\cghd_020592.png	A
data\cghd_text\cghd_029962.png	K2.3
data\cghd_text\cghd_018773.png	10V
data\cghd_text\cghd_005842.png	100k
data\cghd_text\cghd_029538.png	1K
data\cghd_text\cghd_016658.png	6
data\cghd_text\cghd_025459.png	1Ω
data\cghd_text\cghd_027191.png	30.1
data\cghd_text\cghd_030591.png	4511
data\cghd_text\cghd_035007.png	9
data\cghd_text\cghd_022228.png	10K
data\cghd_text\cghd_012612.png	1
data\cghd_text\cghd_018816.png	62K
data\cghd_text\cghd_001546.png	3
data\cghd_text\cghd_021041.png	10
data\cghd_text\cghd_028208.png	5
data\cghd_text\cghd_034188.png	1
data\cghd_text\cghd_022095.png	19
data\cghd_text\cghd_005680.png	13
data\cghd_text\cghd_020660.png	5K
data\cghd_text\cghd_010063.png	6
data\cghd_text\cghd_033975.png	250
data\cghd_text\cghd_023102.png	1000
data\cghd_text\cghd_001364.png	1MΩ
data\cghd_text\cghd_017286.png	470
data\cghd_text\cghd_001806.png	3
data\cghd_text\cghd_028329.png	8
data\cghd_text\cghd_016305.png	25
data\cghd_text\cghd_010023.png	6.8K
data\cghd_text\cghd_012740.png	8
data\cghd_text\cghd_015863.png	35
data\cghd_text\cghd_010535.png	1K
data\cghd_text\cghd_027006.png	+9V
data\cghd_text\cghd_016096.png	8
